"PEILDATUM";"GEMEENTENUMMER";"GEMEENTENAAM";"POSTCODE_LEERLING";"GEMEENTENAAM_LEERLING";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"LEEFTIJD_JONGER";"LEEFTIJD_4";"LEEFTIJD_5";"LEEFTIJD_6";"LEEFTIJD_7";"LEEFTIJD_8";"LEEFTIJD_9";"LEEFTIJD_10";"LEEFTIJD_11";"LEEFTIJD_12";"LEEFTIJD_13";"LEEFTIJD_14";"LEEFTIJD_15";"LEEFTIJD_16";"LEEFTIJD_17";"LEEFTIJD_18";"LEEFTIJD_19";"LEEFTIJD_20";"LEEFTIJD_21";"LEEFTIJD_22";"LEEFTIJD_23";"LEEFTIJD_24";"LEEFTIJD_OUDER"
"20241001";"0114";"Emmen";"7741";"Coevorden";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"<5";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7741";"Coevorden";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"Vso";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7742";"Coevorden";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"<5";"0";"0";"<5";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7742";"Coevorden";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"Vso";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7751";"Coevorden";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"0";"<5";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7761";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7761";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"Vso";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7765";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7765";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"Vso";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7766";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7791";"Hardenberg";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7811";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7812";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7812";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"Vso";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7813";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"Vso";"Openbaar";"42830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7814";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"<5";"<5";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"0114";"Emmen";"7815";"Emmen";"00SU";"00";"Opb. School v. ZMLK Emmen";"7825SH";"EMMEN";"Drenthe";"So";"Openbaar";"42830";"0";"0";"0";"0";"<5";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
