POSTCODE;LAT;LON
2287;52,0328545;4,3222590
2288;52,0321408;4,3375216
2289;52,0355909;4,3498746
2291;52,0242618;4,2759585
2292;52,0192825;4,2899392
2295;52,0151660;4,2573913
2311;52,1564377;4,4894802
2312;52,1612416;4,4931304
2313;52,1509091;4,4987490
2314;52,1518454;4,5166163
2315;52,1633718;4,5099673
2316;52,1669367;4,4965993
2317;52,1767387;4,5093037
2318;52,1812158;4,5032499
2321;52,1491038;4,4816134
2322;52,1372000;4,4962528
2323;52,1352122;4,4807774
2324;52,1447859;4,4720743
2331;52,1518094;4,4511479
2332;52,1593052;4,4645377
2333;52,1696864;4,4726853
2334;52,1731805;4,4815776
2341;52,1814680;4,4730582
2342;52,1764628;4,4555604
2343;52,1907959;4,4760923
2351;52,1484075;4,5309603
2352;52,1603676;4,5248620
2353;52,1657506;4,5345869
2355;52,1696213;4,5818637
2361;52,1975629;4,5039778
2362;52,1951113;4,5461178
2371;52,2017444;4,6309504
2374;52,1883629;4,5617439
2375;52,1934903;4,5857970
2376;52,2078444;4,6163283
2377;52,2118024;4,6435498
2381;52,1194949;4,4990439
2382;52,1417476;4,5275538
2391;52,0957658;4,5952003
2394;52,1282980;4,5890776
2396;52,1338627;4,6026107
2401;52,1513319;4,6535744
2402;52,1474335;4,6684821
2403;52,1465018;4,6814456
2404;52,1347565;4,6503879
2405;52,1303141;4,6617647
2406;52,1306545;4,6680445
2407;52,1153814;4,6909254
2408;52,1209627;4,6503000
2409;52,1070790;4,6475076
2411;52,0824568;4,7505236
2412;52,0756300;4,7642275
2415;52,0787696;4,8145059
2421;52,1506148;4,7751311
2431;52,1666059;4,8290288
2432;52,1729942;4,8561583
2435;52,1859146;4,7896276
2441;52,1975153;4,7575301
2445;52,1431785;4,7310932
2451;52,2232237;4,6708864
2461;52,1794235;4,7135785
2465;52,1954160;4,6723640
2471;52,1060188;4,7272420
2481;52,1706822;4,6371086
2491;52,0678366;4,3900805
2492;52,0668982;4,4101536
2493;52,0613922;4,3984754
2495;52,0604132;4,3613938
2496;52,0478472;4,3762353
2497;52,0370619;4,3653021
2498;52,0335442;4,3842484
2511;52,0784397;4,3178227
